,Datetime,Text,shutonu
2008,2021-01-07 23:46:31+00:00,Not one high profile arrest today? Really? A black man can’t knowingly or unknowingly pass a fake $20 without getting killed in the street! #blm #treason #ArrestDonaldTrump #ArrestRudy #ArrestDonaldTrumpJr .,neutral
2010,2021-05-16 12:12:29+00:00,"✌💔🇯🇴

#Gaza_Under_Attack #Israel #Palestinian #Palestine #Hamas #ApartheidIsrael #FreePalaestine #IsraelTerrorism #SaturdayNightliv #BBMAsTopSociaI #LotteDutyFreeFamilyConcert #polyandry #엔시티_드림_밀리언셀러_축하해 https://t.co/qKADzRooji",neutral
2011,2021-05-17 06:23:49+00:00,"I’m sorry but if TRUMP is back in 2024 I’m going to ROFL 🤣, like I’m already over Biden but like seriously? Is the bipartisan party structure that ingrained? ⚰️⚰️⚰️",neutral
2013,2021-05-17 12:16:37+00:00,@ZeeNews ये  propaganda Israel के सामने नहीं चलनेवाली।,neutral
2014,2021-05-17 13:15:42+00:00,@samirjha1525 @HindiGhoshal @Cow__Momma Israel has no right to occupy. I dia’s defence ties have been forged post 2014.,neutral
2018,2021-05-17 14:30:16+00:00,"عائزہ خان نے انسٹاگرام پر مداحوں کے لیئے اپنی اور شوہر دانش تیمور کی ایک دلکش ویڈیو شیئر کی جس میں دونوں ایک دوسرے کے بازوؤں میں کھڑے ہوکر کانوں سے کانتے ہوئے مسکراتے دیکھے جاسکتے ہے۔ 

#Free_Palestine #ایک_بہادر_آدمی_ہاشمی #AqsaCallsArmies  
#مریم_نواز_احساس_سے_عاری https://t.co/7J5JhawOU2",neutral
2020,2021-05-12 09:57:39+00:00,"#انقذوا_حي_الشيخ_جراح #المسجد_الأقصى
#القدس_تنتفض #فلسطين #القدس #غزة_تحت_القصف
#Palestine #AlQuds #AlAqsaMosque #SaveSheikhJarrah #AlAqsaUnderAttack #Gaza #GazaUnderAttack https://t.co/DFyv8vAPEf",neutral
2021,2021-05-12 08:18:29+00:00,"@IdoDaniel Theres no country name israel. Shame on israel, koyak you lah. https://t.co/7MHZ1OvNMa",neutral
2022,2021-05-15 09:18:06+00:00,@anassyakirazmi @insyirahfazeri_ @IDF Give this logic to others 😀🤣,neutral
2023,2021-05-18 15:05:31+00:00,"کیا ہم ٹک ٹاک سےآگےبڑھ کر فلسطین کے مسلمانوں کی مدد کریں گےایک سوال مقتدر حلقوں کےلئے ؟
Shall we go beyond tik tok and help the Muslims of Palestine?
A question for the ruling circles ???
🇵🇸🇵🇸🇵🇸
#WeStandWithPalestine
#AlAqsaUnderAttack
#FreePalestine
#WakeUpMuslimUmmah https://t.co/LlA3AlksjU",offensive
2024,2021-05-30 01:18:17+00:00,"@purple_mids @RoxyTall The real problem is there aren't enough cameras to ensure service workers don't have to constantly deal with this shit and woe were there; because they wouldn't be there to ensure service workers didn't have to ...

so don't be a dick to service workers and fuck capitalism",misogyny
2025,2021-05-04 23:46:58+00:00,anyway stealing this from ahjèe but i’m closed to all white millennials do not attempt to speak to me or about me i don’t care about your faux yt feminism https://t.co/DP1kVJNh8W,neutral
2026,2021-05-15 12:16:33+00:00,@ZerdaziG @IDF Weldone my favorite country @IsraelinIndia https://t.co/zO0kn8DXix,neutral
2027,2021-05-15 12:58:51+00:00,We bost to be an ideological Islamic statear. Our COAS showed his diplomatic skill in Riyadh.  Looking foward to show his soldierly skll in Palestine.,offensive
2028,2021-05-15 14:38:24+00:00,"Those who drink 
PEPSI &amp; Pray for the Destruction of Israel.

# Condolence on Them",racism
2029,2021-04-21 16:24:25+00:00,My first tried to fw my friend garbage ass nigga 😂,misogyny
2030,2020-08-06 15:18:17+00:00,@alisedawn to me it feels like they are trying to prove a point that black women can be soft but the videos are always some eurocentric mysogynist bullshit. “shave your legs” “speak softly” “do a natural face” like?????,neutral
2031,2021-05-17 17:41:17+00:00,@FouzanBin @Haddol_S @IndiaIsraelConf @Israel @LiorHaiat @MayaKadosh @IdoDaniel @RonyYedidia @MuhamedHeib @Avigailcjm @RebeccaAvraham @kh_lorena @FleurHassanN @HananyaNaftali Then don't teach me how to live here in my own country.,racism
2032,2021-04-19 00:50:46+00:00,Nigga threw the hat and got dropped 😂😂😭 https://t.co/YRfiL7ZFjq,offensive
2034,2021-05-17 18:11:40+00:00,@lostinoblivion6 @Israel Baat tu theek se nahi kar rahi ... Mai kuch bhi comment karu tera kya jaata hai ... Ek kaam kar inn log ke desh mai jaake reh le... Woh sar pe bitha ke rakhenge tuje ..,racism
2035,2021-04-08 15:08:28+00:00,I’m the illest nigga you follow https://t.co/Gr0xT2ZKcU,misogyny
2036,2021-05-15 15:50:00+00:00,"What do allies write about when they write (poetry) about feminism? By @_saikatmajumdar

Read more: https://t.co/rsVrtwVwFH https://t.co/dDzAJYk65m",neutral
2037,2021-05-18 12:15:18+00:00,Each Iron dome interception costs Israel about 50k dollars . That’s like a million dollars burning up in the sky as fireworks every time Hamas sends a rocket barrage their way .,neutral
2038,2021-05-18 19:30:32+00:00,"#SaveGazaFromZionists 
#Free_Palestine #FreeGazaFromHamas
Israel vs Palestine: a thread 
Hamas' 3,150 (Home Made) missiles which got blocked by the Iron Dome which is the most advanced anti-missile system in the world.
Israel has an army, a stable water source, one of the best",neutral
2039,2021-05-16 07:53:08+00:00,@latifcembaran @netanyahu More countries should join Palestine. Not only for religion cause but for the sake of humanity. Because this war is all about right or wrong. Israel broke thousands of time international laws and still doing the same.,misogyny
2040,2021-04-27 17:40:30+00:00,"at least - better be a fujoshi, than a conservative cosplaying feminism",neutral
2041,2021-04-29 13:50:50+00:00,"Joseline chose feminism, not violence.",offensive
2043,2021-05-16 12:13:40+00:00,"Tagal na namin magkaibigan nitong best friend ko pero narealize ko na ngayon lang kami nagkaroon ng convo about politics, feminism, sexism, at sexuality. Lagi ba namang puro kalokohan topic namin😂",offensive
2045,2021-05-16 17:22:04+00:00,@bhand_insaan And my point is ki why even yaha k log Israel ko support kr rhye h? Bhai ni krna Chahiye unko support,misogyny
2048,2020-11-20 01:34:56+00:00,@hok_son @gabrielaabuwan @jastenvienna @Ako_yPilipino Mysogynist? hyperbole. 😅,offensive
2049,2021-05-29 03:56:13+00:00,SHAKE YA ASS WAHHH WATCH YA SELF!!  I CAME IN HERE WIT MY DICK IN MY HAND! DONT MAKE ME LEAVE HERE WIT MY FOOT IN YO ASS. be cool......,neutral
2051,2021-05-18 07:19:32+00:00,New video by SOMOY TV: কেন নিশ্চুপ বিশ্ব মোড়লরা! | Somoy News Analysis | Palestine and Israel | Somoy TV https://t.co/UhNbaLRnDm,racism
2052,2021-04-24 14:01:36+00:00,Fuck around and be the hardest nigga Alive.,misogyny
2053,2021-04-26 13:23:55+00:00,"This is stupid propaganda in the name of feminism who proudly holds a flag waving with the words ""All Men Are Dogs"" and forgets that the line includes her father.",neutral
2055,2021-05-15 08:03:43+00:00,"@IDF @SonuSri579 हिम्मत मत हारना मेरे दोस्तों ,,
               क्योंकि...
तुम्हारी मां तुम्हारे जितने के इंतजार में बैठी है.!!
🇮🇳🇮🇱",neutral
2056,2020-08-06 16:49:06+00:00,"@LewisHamilton u can’t force people who supports #blm to kneel..I get ur point, I’m a man of color too, just concentrate on getting ur 7th World Cup!
https://t.co/6kF9PbvYJk",neutral
2058,2021-05-17 09:12:38+00:00,"Kami di #Krayon4Society mengutuk sekeras-kerasnya tindakan Israel ke atas Palestine. #Krayon4Society berdiri teguh menyokong usaha Palestine dalam membebaskan Palestine dalam cengkaman Israel. 

#GazaUnderAttack
#SavePalestine 
#ShameOnYouIsrael https://t.co/KgZa2G3zFs",neutral
2059,2021-05-18 13:32:05+00:00,#Palestine Perfect definition of a good terrorist. Killing innocents in the name of terrorists. Occupying the innocents and stopping any aid to them is an inhumane terrorist. https://t.co/dzg7MLMbGu,neutral
2060,2021-05-18 15:43:36+00:00,"@IDF Israel use winged missile to destroy tank on houses and buildings. Israel violates the laws of war. 
ישראל היא טרוריסטית!
🇮🇱🇮🇱🇮🇱
#ISupportIsrael 
#IsraelUnderFire 
#IsraelUnderAttack 
#VisitIsrael https://t.co/YtqCPofCy8",offensive
2061,2021-05-31 17:07:41+00:00,@aSubmissivePup Fuck 🥵🥵,neutral
2062,2021-05-15 10:48:37+00:00,@IshanikaSingh @IshanikaSingh Its been an hour and seeing you replying others proves you(you guys) really don't have any logic and words. Just a bunch of people bragging in social media. I really hope India overcomes this covid and Israel(Isn'tReal) get what they deserve.,neutral
2063,2021-05-16 03:22:58+00:00,"There is no state of Israel. They are refugees, sheltered and rootless. The whole of their imaginary state is occupied by Palestinian territory.
#GoBackTerroristIsrael 
#GoBackRootlessIsrael 
#GoBackRefugeeIsrael 
#IsraelTerrorism 
#FreePalaestine https://t.co/nSXFaenbTJ",neutral
2064,2021-05-18 11:15:47+00:00,"Thread no. 1
What's happening around the world to the Muslim Ummah whether in Palestine, Syria, Myanmar, Kashmir and China is primarily became we as Muslims let ourselves down. Down for the richness of the world, to the comfort and ease.  #FreePalestine #Islam #PalestineBleeding",offensive
2067,2021-05-17 19:00:56+00:00,"@motiwanda 
@abeeraaslam98 
@ifrah_bajwa 
@kashulissious 
@mahnooriqbal__ 

#Free_Palestine #GazaUnderAttak #PalestineBleeding https://t.co/JcDcp2IFCE",neutral
2068,2021-05-17 18:05:36+00:00,@lenikacruz @BTS_twt I wish BTS would say something for Palestine  #FreePalestine #savesheikhjarrah,neutral
2069,2021-05-17 21:00:49+00:00,"@HananyaNaftali Beside Israel 
Whole world is terrorist.
If the only true people exist in the world are Zionist Jews (Taalmud) Maybe you will see this line in new printed version.

#IsraelStopPlayingVictim 
#IsraeliTerrorism 
#IsraelTerrorists",neutral
2071,2021-05-16 08:35:44+00:00,"இஸ்ரேலில் ஏற்பட்டுள்ள அவசர நிலைமையின் கீழ், அங்கு வசிக்கும் இலங்கையர்களை அவதானமாக இருக்குமாறு, இஸ்ரேலின்  இலங்கைத் தூதரகம் விசேட அறிவிப்பு. #lka #SriLanka #SriLanka_With_Palestine #isrealunderattack #IsrealiTerrorist #Palastine",neutral
2072,2021-05-18 11:03:43+00:00,@IDF Inshallaha you will hear more and more,neutral
2074,2021-05-31 21:39:53+00:00,"✅ es un puerco
✅ le dice gonpachiro al gonpachiro
✅ estrella su cabeza en los árboles todo el tiempo
✅ whatever the fuck this is: https://t.co/iTOOZ3MqrP",neutral
2075,2020-06-24 18:26:17+00:00,@ProjectLincoln A sex trafficking ring and clan rallies - @realDonaldTrump your racism is showing!!! #Amerikkka #Biden2020 #AnyoneButTrump2020 #CivilWar #BlackLivesMatter #blm #VoteTrumpOut #vote https://t.co/kMFwwazj5r,neutral
2076,2021-05-16 15:51:14+00:00,"Israeli PM Netanyahu was openly hostile to the Obama administration &amp; an overt partisan of Trump for the last four years.  In @POTUS’s place I’d have retaliated for that long before last week, making sure everyone in Israeli politics knew what I was doing &amp; why.",neutral
2077,2021-05-15 09:39:39+00:00,"United Nations (UN) should adopt effective measures to stop the war in between Palestine and Israel to save the lives of children, women and others.",positive
2080,2021-05-11 17:27:07+00:00,"🇲🇻♥️🇵🇸 
@MuhammadSmiry
@Timesofgaza
 @AyaIsleemEn

@PalestinePDP @PalestineRCS @AJEnglish @UNICEFpalestine @MiddleEastEye @Palestine_UN
#Maldives🇲🇻🚨🇲🇻
#SaveSheikhJarrah #PalestinianLivesMatter #GazaUnderAttack
#Gaza_under_attack_now https://t.co/sLA9Zq8ay8",offensive
2081,2021-05-12 16:00:29+00:00,@RTErdogan Bastards fucked Israel 😭😈   https://t.co/T2SQzsdpgc,misogyny
2082,2021-04-23 09:10:36+00:00,kpop feminism arrived https://t.co/uRuUzJYRo3,neutral
2083,2020-08-05 22:43:03+00:00,"↕Listen: Its Ok To Be Black: Sincerely MJ↕😷
_____________________________________________________
#blm #blacklivesmatter #georgefloyd #justiceforgeorgefloyd #protest #love #justice #racism #nojusticenopeace… https://t.co/d3T4HTCr4a",neutral
2084,2021-05-16 06:28:49+00:00,"Terrorists fire thousand missiles and play victim. 

More power to @IDF 

Cc : @RanaAyyub Stone and Bomb in one hand and victim card in other won't do. https://t.co/DiL15Sp3BW",neutral
2085,2021-05-18 03:07:00+00:00,@suitedupwook @batrisyia_1229 @IDF And then stop playing victim,racism
2087,2021-05-17 03:11:51+00:00,"kau taknak support senang je kerja kau, takyah bising takyah menyibuk. Kau duduk jelah dediam membesorkan tembolok kau, takyah nak rimas2 bila org update pasal isu Palestine ni. 

kau dahlah takde rasa belas kasihan langsung lagi nak bising2, SAMPAH!",racism
2088,2021-04-23 20:58:59+00:00,@DJKnowledgeBorn that nigga gone. never to return to this building ever again lmao,neutral
2089,2021-05-17 10:06:02+00:00,"Palestine
https://t.co/tiNWANvYxO",racism
2090,2021-05-05 00:31:06+00:00,Nigga KNOW he sexy 😂😍 https://t.co/IJ93uWEhbn,racism
2091,2021-04-23 23:59:10+00:00,I hate you old ass niggas https://t.co/uw6VXOEoxk,misogyny
2092,2021-05-11 13:41:28+00:00,@missMich16 Deep down just wanted to write Feminism qhaa😂😂,positive
2093,2020-07-23 22:56:41+00:00,"God bless the Nationals, god bless the Yankees #BLM",racism
2094,2021-04-19 22:02:57+00:00,have zero respect for this nigga on god,neutral
2095,2021-05-16 00:16:21+00:00,"Hello world wake up open your eyes and see it
This one is Palestine
#AqsaUnderAttack
#Gaza_Under_Attack
#فلسطين_تنتصر
#غزة_تنتصر_للقدس
#Gaza
#Aqsa
#فلسطين_ليست_قضيتي
#غزة
#غزة_تحت_القصف
#GazaUnderAttak
#IndiaStandsWithPalestine
#آن_للنكبة_ألا_تستمر https://t.co/KqGuRR5tFD",racism
2096,2021-04-18 01:19:38+00:00,@msashton Niggas ain’t shit huh https://t.co/Bo9MrnkQgc,neutral
2098,2021-04-29 14:39:10+00:00,Ese white fake feminism en todos y cada uno de los capítulos ✨✨✨,neutral
2099,2021-03-27 23:07:11+00:00,@Vic_Rollison He is a mysogynist who condones the inappropriate culture in the LNP. Just another boys club member who doesn't get it and thinks the scandals will all just go away. Got news for you #ScottyTheMisogynist it won't!,neutral
2100,2021-05-18 09:12:33+00:00,@AdeWulai @Allpha_Bravo @IDF Absolutely right view 😝😝,misogyny
2102,2021-05-16 20:14:25+00:00,"आदरणीय @narendramodi मोदी जी, 

Israel से सीखिये 🙏
और इन का नामोनिशान मिटा दें

-NDTV
-The Wire
-The Quint
-QuintNeon
-Scroll
-Newslaundry
-AltNews
-BuzzFeed India
-Huffington Post India
-Scoopwhoop
 
बेसब्री से इंतज़ार करते लोग💐❤️

#मोदी_है_तो_मुमकिन_है 
@RaamendraSharm7 https://t.co/bFfMNHM1Qr",neutral
2104,2021-05-15 09:14:46+00:00,@majorgauravarya @IDF 🤣🤣🤣🤣🤣🤪🤪🤣🤪🤣🤣🤣🤪,positive
2105,2020-10-28 07:14:12+00:00,Good Morning ☀️😃🌞 #PemudaBangkitLawanRezim #HappyHalloWin #BOOM #HaveABrightDay #ShawnOnFallon #มีนแปลนจ๋าพี่กลับมาแล้ว #Omaha #seattleprotests #fireworks #DodgersNation #HurricaneZeta #Philadelphiariots #phillyriots #IMPACTonAXSTV #ons #NOLA #LA #31daysofHalloween #BLM https://t.co/JWweMVm9lw,neutral
2106,2021-05-15 13:18:41+00:00,@berkaykinali54 One could see our Hearts That how much love we have for Al aqsa And palestinian people and Palestine. Love from Pakistan. InshaALLAH we will rock,neutral
2107,2021-05-15 05:47:35+00:00,"@IDF One thing media never mention when it comes to Palestine, is that the right to resist illegal occupation is enshrined in the #GenevaConvention. Abide international law. See humans as humans. No colors no race no religion. https://t.co/DyNgW04kbF https://t.co/ERh5y2UmWm",offensive
2108,2021-05-28 20:54:59+00:00,peppa pig’s head shaped like a dick,offensive
2109,2021-05-31 21:07:18+00:00,"There are bell ends doing fireworks in my neighbourhood 😠😠😠 and they're probably the same ones riding their stupid loud mopeds and backfiring their stupid racer boy cars, like we get it, you're insecure about your penis size, no one cares, just fuck off 😡😡😡",neutral
2111,2021-05-17 10:42:04+00:00,"@RonyYedidia @Parikshitl @aniltrigunayat @CNBCTV18Live Repeat after me:

➡️ #Israel has #RightToSelfDefense 

➡️ #Israel has #RightToSelfDefense 

➡️ #Israel has #RightToSelfDefense https://t.co/wP6WsxSJ87",racism
2112,2021-05-31 19:44:54+00:00,"I will never forget how the media, law enforcement, whys in charge just let the Chase coke boat go. But mad you can't get a nigga for having and oz for personal use. Fuck 12.",misogyny
2113,2021-05-06 11:44:07+00:00,"@redheadandbad @seerutkchawla Also your from Russia, a somewhat anti feminist country.... obvisouly you're experience is going to be entirely different. I am talking about western europe.

And feminism will completely destroy russia. And no feminism doesnt mean womens rights, I mean the political idealogy",offensive
2115,2021-05-31 23:16:50+00:00,really wish  i had a top who can fuck me pound me and cuddle after all night,misogyny
2116,2021-04-20 17:19:37+00:00,@RodneyTori I am honestly quite angry at this government for convoluting the message of feminism.,racism
2117,2021-04-30 05:33:44+00:00,You called me fat but was one of the niggas in my dms talm bout “😍” psssh bye lmao,attacking
2118,2021-05-29 19:34:28+00:00,@Amani_Marie_ They’re such dicks.,neutral
2119,2021-05-16 20:40:58+00:00,"@IDF 4. Did Nobel laureate Malala Yousafzai talk about those students who were killed in recent girls' school bomb attack in Afghanistan?
#StandWithIsrael",neutral
2120,2021-05-17 16:59:45+00:00,@Israel And more were the number of inocent children and infants and women killed in Palestine.,offensive
2121,2021-05-30 10:25:27+00:00,"Kamala Harris better stick to sucking dick, when her mouth is empty she does nothing but get in trouble.",neutral
2122,2021-05-28 14:24:49+00:00,"""You can lead a horticulture, but you can't maker her think"" #annesexton @WhoresofYore",racism
2124,2021-05-31 16:36:40+00:00,Terrible #zoneZone https://t.co/sck8jC7KlN,neutral
2125,2021-05-15 23:07:17+00:00,"#BREAKING: US President #Biden Speaks to #Palestinian President Abbas, says Hamas must stop Firing Rockets into #Israel. https://t.co/IO0jGtg95e",racism
2127,2021-04-22 22:38:52+00:00,"Franchement pour toutes les féministes et mêmes les femmes en général ce livre est incroyable et franchement il peut nous sauver la mise
Les mecs vous pouvez le lire aussi pour vous instruire un peu sur vos comportements de merde mercii
5€ tellement utiles
#Feminism #feministe https://t.co/4wATLMajX6",racism
2128,2021-05-03 14:37:22+00:00,"You know how many niggas I’ve said, “I’m just tryna smash” and it be just THAT. Like wham, bam, thank you sir. Imma holla. It’s been cute type shit.",positive
2129,2021-05-18 16:16:35+00:00,". @aClockworkObi is the only person who actually speak openly on real issues when others choose to be silent. Either it's about minorities, feminism or genocides. It's always inspiring to watch you standing for a cause👏 Keep going strong. More power to you!",racism
2130,2021-05-12 17:15:43+00:00,Niggas just tryna have make up sex 😂😂😂😂😂😂😂😂,neutral
2131,2021-05-16 07:26:29+00:00,@argucselma @netanyahu Ya Rabbi May your revenge such a harsh that everyone should witness in this world.Never ever make a life peaceful for the wrongdoers in Israel.,neutral
2132,2021-05-15 08:00:26+00:00,@Supporterofnat1 @IlyasHindustani @PrashantKmTomar @IDF https://t.co/BbEa03dLFa They not representing Israel? They are Jews too anyways. They have the same religion with those Israel in Palestine.,neutral
2133,2021-05-16 00:40:39+00:00,"@LucilleBluthhh @abitallie On god, palestine isnt equal to a specific religion! Israel is tho",neutral
2135,2021-05-17 10:02:51+00:00,@DeshNishth @Israel https://t.co/oIKZcwIF6v,neutral
2137,2021-05-16 02:01:33+00:00,@IDF https://t.co/85zTEB9icj,offensive
2138,2021-05-17 20:17:50+00:00,@adhdeadass Some fuckheads really can’t move on from first wave exclusionary feminism,misogyny
2139,2021-05-11 14:29:16+00:00,I'll be giving that talk a miss where two male economists discuss feminism in Colombia,racism
2140,2021-04-27 04:23:44+00:00,You bitches really think y’all niggas 🤣,neutral
2141,2021-05-18 20:24:50+00:00,"@arsadbhai123 Same applies for you @Aarif2917 , (spokesperson for Usman Pigistani) who was celebrating the genocide of 25000 poor Palestinians by Pigistani mercenaries led by Butcher of Palestine.",neutral
2142,2021-05-15 20:01:15+00:00,"Israel destroys multi-storey building holding different media houses, faces international criticism.

Indian politicians: lol, Noobs. Accidental death dikhana padta hai.
#paajispeaks",neutral
2143,2021-05-28 23:25:28+00:00,"@LifeNewsHQ If this is factual, this makes Biden a despot, and if both houses of Congress do not block it - they will be the henchmen. 🤯",neutral
2144,2021-05-16 17:21:45+00:00,The Global Campaign to Support Palestine Press the button below the tweet 👇 #FreePalaestine #فلسطين_حره,offensive
2145,2021-05-16 04:42:56+00:00,Countries you wouldn’t want to visit when you support Palestine 🇵🇸 . Fuck @Israel and all these nation! https://t.co/zQaAii4Yvb,neutral
2146,2020-09-19 21:15:48+00:00,"A white #BLM Activist screamed in my face “ YOU’RE OPPRESSED!” In St. Paul MN this week. Stop the hypocrisy 🙅🏽‍♀️🙇🏽‍♀️🧟‍♀️#blm #joytribe #america #kickassconservative #whitesaviorcomplex @ Sacramento, California https://t.co/yxTbMlMRjn",misogyny
2147,2020-12-20 02:20:43+00:00,@pmrbl @fridag4rcia internalized mysogyny doesn't exist lol,neutral
2148,2021-05-18 12:08:25+00:00,#VisitIsrael trending in Malaysia #Israel #IsraelUnderAttack #GazaUnderAttak https://t.co/TIOfmOvNY1,offensive
2149,2021-04-24 21:30:16+00:00,@kidpolothegreat Don’t nobody want somebody that’s in everybody face being friendly... I hate when females be talking about how many niggas they cool wit BITCH I don’t care I ain’t trying to be friends with none of these punk rock hoes,neutral
2150,2020-08-13 07:46:23+00:00,"@PaulFitz58 @CediArticle @Sha_bibie @rogerkline @Prerana_Issar As said in article, challenge constructively. I myself have highlighted flaws in it.
Yet it can be done without mysogyny or racism",neutral
2151,2021-05-16 16:27:42+00:00,"@MailOnline U'll let @Israel get away literally saying anything, any lie! Later they'll even say #hamas killed all those people including children in #Palestine! That's the 'beauty' of having money, power n control over media+big corps! #Hypocrites @IDF #IsraeliTerrorism @hrw @AP @AJEnglish",racism
2152,2021-05-10 02:34:39+00:00,Get you a Nigga that don’t need you 💜,misogyny
2153,2021-04-21 08:47:19+00:00,"At nia we prioritise women, women as a sex class. We recognise that race and class inequality intersect with sex inequality. nia rejects accusations that a feminism that prioritises women is white feminism. https://t.co/lKqXxd4Ca3",neutral
2154,2021-05-15 11:33:18+00:00,@aditya_thinker @azriZ13 @IDF Read,racism
2155,2021-04-13 00:12:28+00:00,@Jarr0d___ And the nigga Randis had to block 😂,misogyny
2157,2021-04-17 08:25:15+00:00,"Que asco. Descárgate solo, o para eso tampoco sirves? Solo demuestras que somos superiores 💜 #feminist #feminism #women https://t.co/RX14AjFWbf",neutral
2158,2021-01-09 16:57:44+00:00,"Are you going to ban accounts of anyone related to #BLM too? You know, the people who burn down buildings, destroy government property and attack police https://t.co/pArlAhiASV",racism
2159,2021-04-18 15:42:19+00:00,iight you outta pocket nigga. https://t.co/P30y1ix6c7,neutral
2160,2021-05-17 05:45:54+00:00,@Israel We are indians 🤗🤗 https://t.co/dcT8YkI66s,neutral
2161,2020-11-03 01:03:36+00:00,"@DrToddWo @NicoleB_MD Most excellent finish @DrToddWo‼️
You &amp; @NicoleB_MD are ROCKSTARS‼️🌟🌟🌟🌟🌟
#Tweetiatrician #DanceOff 🕺💃
#BeKind #Vote #VoteKindness #WearAMask #BLM #EndRacism #EndBullying #VaccinesSaveLives #ScienceMatters #PutKids1st #PublicHealth #Awareness https://t.co/71N9wqOOQh",neutral
2162,2021-05-13 10:58:46+00:00,"We stand for #universal peace not just peace of one community
#IndiaStandsWithIsrael 
#IndiaStandWithIsrael 
#IndiaStandWithIsrael 
#IsraelUnderAttack 
#IsraelUnderFire 
#ISupportIsrael 
#Israel https://t.co/KPimReaGP9",neutral
2165,2021-04-22 13:31:23+00:00,@feminism_SOS 女性の平等は望んでおらぬ。女性の やや優遇 を望んでおる。だからブロックはしないでネ！,neutral
2166,2021-05-17 15:22:35+00:00,"@RugBoys1 @aleksn_v1 @aaramikayla @IDF Remember how you come to palestine as refugee.. Palestinian welcome you with peace, give you shelter, home, food, live.. https://t.co/5KdXUv3f0k",neutral
2167,2021-05-15 16:22:40+00:00,"Anakbayan Manila stands in solidarity with the people of Palestine in their fight for justice, dignity, liberation and basic human rights. We strongly condemn the ongoing apartheid against Palestinians in East Jerusalem by the state of Israel.

#FreePalestine https://t.co/Kkd02jkHqg",neutral
2168,2021-05-16 11:32:08+00:00,@Abbas36389645 @srk0000777 @RohitUp05548843 @muzzammilzul_ @Aj_morpi @AskAnshul @IDF keep on barking bhaiya 🤣 #ShameonIndia https://t.co/4WhoozN7Hn,racism
2169,2021-04-19 00:44:18+00:00,Yal be hollering I’m ig my to these niggas and they just shrug cuz they be telling me I’m beautiful but not just my looks. My heart gold too! 💛,neutral
2170,2021-03-04 00:47:58+00:00,"@harrisonjaime @neeratanden I'll give you the hypocrisy, but this isn't mysogyny. And, we don't need the identity politics. A bad politician is a bad politician regardless of gender.",neutral
2171,2021-05-15 11:03:08+00:00,"Pakistan stands with Palestine 🇵🇸
#OIC_WakeUp4Palestine
 @OfficialDGISPR @ArifAlvi @ImranKhanPTI @ShkhRasheed @FaisalJavedKhan @shiblifaraz @SaifullahNyazee @iamAyeshaPTI @PakSarfrazbugti @SenatePakistan @AbidaNasreen12 @hadi__captn https://t.co/SgsYZi3pKe",offensive
2172,2021-05-30 19:29:41+00:00,@Suecsems That would be my damn luck sitting between 2 dicks!,neutral
2173,2021-05-18 07:10:59+00:00,@Israel By one fanny la @ezketit https://t.co/2JnQeNHX0B,neutral
2174,2021-05-18 14:21:08+00:00,"@joncoopertweets 
Israel a terrorist, so you should all support for Palestine.",offensive
2176,2021-05-16 07:01:36+00:00,"@Yaagyaseni Don't think it's about racism, it's only about Israel doing what we've always dreamt to do with sullas. When Israelis were pushing the sullas to west bank and Gaza strip, we were allowing Pakis to build the nuclear bomb. Results are for all to see.",racism
2178,2020-06-18 23:59:28+00:00,"#knowyourrights #BLM #madetoorder @ South Milwaukee, Wisconsin https://t.co/wn2pBIWIUu",neutral
2179,2021-05-16 13:02:28+00:00,"@PMOIndia No Indian Flag in our one of the best friends lists  (now), I think we are committing mistakes.
Israel always has supported us but we are not doing so. https://t.co/YhbTnmawuD",neutral
2180,2021-05-17 15:00:37+00:00,@Kommand05603205 @zarcon_360 @IDF I agree bro... Children should be in school not in tunnels.. those in tunnels deserve only funerals,racism
2182,2021-05-17 14:17:52+00:00,"@AlaHamdann @Malala Free palestine!!!
Free palestine! 
Free palastine!!!
free palestine!!! 

#FreePalaestine #IsraelStopPlayVictim #GazaUnderAttak",offensive
2183,2021-05-30 15:23:28+00:00,N. Korea Commies tweeting Un’s big dick claims it’s a world gone mad. https://t.co/woAWNXsDXz,racism
2184,2021-05-31 17:31:17+00:00,im ugly as fuck,positive
2185,2020-10-23 16:04:47+00:00,@BadgerFootball Well stated. #BLM #OnWisconsin,racism
2186,2021-04-16 02:00:49+00:00,&amp; the club gone still go crazy! Don’t be shady nigga https://t.co/JlEkSRA68G,neutral
2187,2021-05-12 20:23:52+00:00,The eventual aim of Israel is to demolish the Al Aqsa Mosque https://t.co/0zitujh6cz,neutral
2188,2020-11-01 17:23:46+00:00,Question: If Democrats prevail who after Trump will be the Left’s next main target for destruction? (Asking for all my deplorable friends) #Antifa #BLM #Christianity #TuckerCarlson #FoxNews #OANN,neutral
2189,2021-05-15 14:56:06+00:00,At the moment there are more Israel - Palestine specialist in India than stray cows on the road.,racism
2190,2021-05-16 13:05:57+00:00,We gone get it straightened this year nigga #cracklentriberecords dope verse @QuavoStuntin https://t.co/IgcNVm9zUR,neutral
2191,2020-07-07 12:42:08+00:00,"Paint their names 

#rva #igersrva #rvahub #bellevue #northside #2catswithcameras #blm #blacklivesmatter #saytheirnames #richmondvirginia @ Bellevue https://t.co/xEp4nY7DD5",attacking
2192,2021-05-17 09:09:06+00:00,"@IDF Shame on you, Zionis!! https://t.co/ngl7qyhHeG",offensive
