,index,Datetime,Text,Label,tokens,normalized_tweets,tidy_tweet,scores,compound,comp_score,neu
175,217,2021-05-16 08:00:26+00:00,dear president time support elimination terrorism entire world,positive,"['dear', 'president', 'time', 'support', 'elimination', 'terrorism', 'entire', 'world']","['dear', 'presid', 'time', 'support', 'elimin', 'terror', 'entir', 'world']",dear presid time support elimin terror entir world,"{'neg': 0.248, 'neu': 0.365, 'pos': 0.387, 'compound': 0.2263}",0.2263,pos,0.365
176,218,2021-05-17 01:50:27+00:00,poor muslim countries condemn practical action sake palestine ,neutral,"['poor', 'muslim', 'countries', 'condemn', 'practical', 'action', 'sake', 'palestine']","['poor', 'muslim', 'countri', 'condemn', 'practic', 'action', 'sake', 'palestin']",poor muslim countri condemn practic action sake palestin,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.6908}",-0.6908,neg,0.513
177,219,2021-04-14 16:09:23+00:00,niggas bishes post lies allday internet ,attacking,"['niggas', 'bishes', 'post', 'lies', 'allday', 'internet']","['nigga', 'bish', 'post', 'lie', 'allday', 'internet']",nigga bish post lie allday internet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
178,220,2021-05-18 03:09:46+00:00,israel bombing palestine children dying silent brutality ,neutral,"['israel', 'bombing', 'palestine', 'children', 'dying', 'silent', 'brutality']","['israel', 'bomb', 'palestin', 'children', 'die', 'silent', 'brutal']",israel bomb palestin children die silent brutal,"{'neg': 0.737, 'neu': 0.263, 'pos': 0.0, 'compound': -0.9042}",-0.9042,neg,0.263
179,222,2020-06-28 19:46:10+00:00,i raised civil rights activists drove march i imagine horrified know fight continues generations later i never stop supporting protests stop,positive,"['i', 'raised', 'civil', 'rights', 'activists', 'drove', 'march', 'i', 'imagine', 'horrified', 'know', 'fight', 'continues', 'generations', 'later', 'i', 'never', 'stop', 'supporting', 'protests', 'stop']","['i', 'rais', 'civil', 'right', 'activist', 'drove', 'march', 'i', 'imagin', 'horrifi', 'know', 'fight', 'continu', 'gener', 'later', 'i', 'never', 'stop', 'support', 'protest', 'stop']",i rai civil right activist drove march i imagin horrifi know fight continu gener later i never stop support protest stop,"{'neg': 0.208, 'neu': 0.556, 'pos': 0.236, 'compound': -0.088}",-0.088,neg,0.556
180,223,2021-05-13 16:34:01+00:00,i agree i mean transphobia feminists ya know bigots appropriating feminism,misogyny,"['i', 'agree', 'i', 'mean', 'transphobia', 'feminists', 'ya', 'know', 'bigots', 'appropriating', 'feminism']","['i', 'agre', 'i', 'mean', 'transphobia', 'feminist', 'ya', 'know', 'bigot', 'appropri', 'femin']",i agr i mean transphobia feminist ya know bigot appropri femin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
181,226,2021-05-02 10:25:57+00:00,because nonsense route lesbianism feminism it worth paying attention to ,neutral,"['because', 'nonsense', 'route', 'lesbianism', 'feminism', 'it', 'worth', 'paying', 'attention', 'to']","['becaus', 'nonsens', 'rout', 'lesbian', 'femin', 'it', 'worth', 'pay', 'attent', 'to']",becau nonsen rout lesbian femin it worth pay attent to,"{'neg': 0.124, 'neu': 0.708, 'pos': 0.168, 'compound': 0.128}",0.128,pos,0.708
182,227,2021-05-04 01:46:05+00:00,what niggas ,neutral,"['what', 'niggas']","['what', 'nigga']",what nigga,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
183,228,2021-04-24 16:22:35+00:00,talk niggas,neutral,"['talk', 'niggas']","['talk', 'nigga']",talk nigga,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
184,229,2021-04-20 16:54:16+00:00,today culture study sidechannel data feminism baylor influencer twin engagement party cicada plague microgenerational discourse legal fight celino barnes phone number find here ,neutral,"['today', 'culture', 'study', 'sidechannel', 'data', 'feminism', 'baylor', 'influencer', 'twin', 'engagement', 'party', 'cicada', 'plague', 'microgenerational', 'discourse', 'legal', 'fight', 'celino', 'barnes', 'phone', 'number', 'find', 'here']","['today', 'cultur', 'studi', 'sidechannel', 'data', 'femin', 'baylor', 'influenc', 'twin', 'engag', 'parti', 'cicada', 'plagu', 'microgener', 'discours', 'legal', 'fight', 'celino', 'barn', 'phone', 'number', 'find', 'here']",today cultur studi sidechannel data femin baylor influenc twin engag parti cicada plagu microgen discour legal fight celino barn phone number find here,"{'neg': 0.102, 'neu': 0.787, 'pos': 0.11, 'compound': -0.2023}",-0.2023,neg,0.787
185,231,2021-05-15 23:11:31+00:00,zack fox said best free palestine free tay k ,neutral,"['zack', 'fox', 'said', 'best', 'free', 'palestine', 'free', 'tay', 'k']","['zack', 'fox', 'said', 'best', 'free', 'palestin', 'free', 'tay', 'k']",zack fox said best free palestin free tay k,"{'neg': 0.0, 'neu': 0.316, 'pos': 0.684, 'compound': 0.8957}",0.8957,pos,0.316
186,232,2021-05-15 13:52:54+00:00,baccha bl00 dy terr rrists,mocking,"['baccha', 'bl00', 'dy', 'terr', 'rrists']","['baccha', 'bl00', 'dy', 'terr', 'rrist']",baccha bl00 dy terr rrist,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
187,233,2021-05-16 17:33:54+00:00,balls condemn ohh ya licking,mocking,"['balls', 'condemn', 'ohh', 'ya', 'licking']","['ball', 'condemn', 'ohh', 'ya', 'lick']",ball condemn ohh ya lick,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.3818}",-0.3818,neg,0.606
188,234,2021-05-05 21:16:40+00:00,lmao nigga die goodluck ,mocking,"['lmao', 'nigga', 'die', 'goodluck']","['lmao', 'nigga', 'die', 'goodluck']",lmao nigga die goodluck,"{'neg': 0.398, 'neu': 0.204, 'pos': 0.398, 'compound': 0.0}",0.0,neg,0.204
189,235,2021-05-16 19:45:38+00:00,us ready help israel palestinians seek ceasefire the united states working tirelessly diplomatic channels try bring end conflict said linda thomas greenfield us ambassador un live updates ,neutral,"['us', 'ready', 'help', 'israel', 'palestinians', 'seek', 'ceasefire', 'the', 'united', 'states', 'working', 'tirelessly', 'diplomatic', 'channels', 'try', 'bring', 'end', 'conflict', 'said', 'linda', 'thomas', 'greenfield', 'us', 'ambassador', 'un', 'live', 'updates']","['us', 'readi', 'help', 'israel', 'palestinian', 'seek', 'ceasefir', 'the', 'unit', 'state', 'work', 'tirelessli', 'diplomat', 'channel', 'tri', 'bring', 'end', 'conflict', 'said', 'linda', 'thoma', 'greenfield', 'us', 'ambassador', 'un', 'live', 'updat']",us readi help israel palestinian seek ceasefir the unit state work tirelessli diplomat channel tri bring end conflict said linda thoma greenfield us ambassador un live updat,"{'neg': 0.077, 'neu': 0.833, 'pos': 0.09, 'compound': 0.1027}",0.1027,pos,0.833
190,236,2021-04-29 11:17:43+00:00, feminism philosophy theory set ideas political struggle ,neutral,"['feminism', 'philosophy', 'theory', 'set', 'ideas', 'political', 'struggle']","['femin', 'philosophi', 'theori', 'set', 'idea', 'polit', 'struggl']",femin philosophi theori set idea polit struggl,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
191,237,2021-05-29 03:25:25+00:00,even dick,offensive,"['even', 'dick']","['even', 'dick']",even dick,"{'neg': 0.767, 'neu': 0.233, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg,0.233
192,238,2021-05-18 15:28:21+00:00,support israel,positive,"['support', 'israel']","['support', 'israel']",support israel,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,pos,0.27
193,239,2021-05-15 15:12:21+00:00,thanks israel ,positive,"['thanks', 'israel']","['thank', 'israel']",thank israel,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos,0.286
194,240,2021-05-17 18:34:45+00:00,feminism define people bodies it says oppression based biology it say imply women reduced biology in fact opposite centuries feminists argued patriarchy imposes false limitations 2,neutral,"['feminism', 'define', 'people', 'bodies', 'it', 'says', 'oppression', 'based', 'biology', 'it', 'say', 'imply', 'women', 'reduced', 'biology', 'in', 'fact', 'opposite', 'centuries', 'feminists', 'argued', 'patriarchy', 'imposes', 'false', 'limitations', '2']","['femin', 'defin', 'peopl', 'bodi', 'it', 'say', 'oppress', 'base', 'biolog', 'it', 'say', 'impli', 'women', 'reduc', 'biolog', 'in', 'fact', 'opposit', 'centuri', 'feminist', 'argu', 'patriarchi', 'impos', 'fals', 'limit', '2']",femin defin peopl bodi it say oppress base biolog it say impli women reduc biolog in fact opposit centuri feminist argu patriarchi impo fal limit 2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
195,241,2021-05-18 17:22:20+00:00,israel terrorist group,attacking,"['israel', 'terrorist', 'group']","['israel', 'terrorist', 'group']",israel terrorist group,"{'neg': 0.701, 'neu': 0.299, 'pos': 0.0, 'compound': -0.6908}",-0.6908,neg,0.299
196,242,2021-04-21 17:47:45+00:00,know random question nigga asked me you pregnant before like wtf kind question is that,neutral,"['know', 'random', 'question', 'nigga', 'asked', 'me', 'you', 'pregnant', 'before', 'like', 'wtf', 'kind', 'question', 'is', 'that']","['know', 'random', 'question', 'nigga', 'ask', 'me', 'you', 'pregnant', 'befor', 'like', 'wtf', 'kind', 'question', 'is', 'that']",know random question nigga ask me you pregnant befor like wtf kind question is that,"{'neg': 0.175, 'neu': 0.553, 'pos': 0.272, 'compound': 0.2732}",0.2732,pos,0.553
197,243,2021-05-31 20:35:47+00:00,and going urge biden practice preaches last i checked putting spoke israeli zionism genocide biden funded arms ,attacking,"['and', 'going', 'urge', 'biden', 'practice', 'preaches', 'last', 'i', 'checked', 'putting', 'spoke', 'israeli', 'zionism', 'genocide', 'biden', 'funded', 'arms']","['and', 'go', 'urg', 'biden', 'practic', 'preach', 'last', 'i', 'check', 'put', 'spoke', 'isra', 'zionism', 'genocid', 'biden', 'fund', 'arm']",and go urg biden practic preach last i check put spoke isra zionism genocid biden fund arm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
198,245,2021-05-18 14:56:57+00:00,we stand palestine,positive,"['we', 'stand', 'palestine']","['we', 'stand', 'palestin']",we stand palestin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
199,249,2020-10-22 12:40:19+00:00,face murderous organization exist american soil they the militant arm party follow money large funding armaments civil war ,neutral,"['face', 'murderous', 'organization', 'exist', 'american', 'soil', 'they', 'the', 'militant', 'arm', 'party', 'follow', 'money', 'large', 'funding', 'armaments', 'civil', 'war']","['face', 'murder', 'organ', 'exist', 'american', 'soil', 'they', 'the', 'milit', 'arm', 'parti', 'follow', 'money', 'larg', 'fund', 'armament', 'civil', 'war']",face murder organ exist american soil they the milit arm parti follow money larg fund armament civil war,"{'neg': 0.35, 'neu': 0.65, 'pos': 0.0, 'compound': -0.8625}",-0.8625,neg,0.65
200,250,2021-05-16 00:32:00+00:00,how israel palestine share land instead trying split it nvm requires letting religious identities insecure group mentalities people knew do world place today ,neutral,"['how', 'israel', 'palestine', 'share', 'land', 'instead', 'trying', 'split', 'it', 'nvm', 'requires', 'letting', 'religious', 'identities', 'insecure', 'group', 'mentalities', 'people', 'knew', 'do', 'world', 'place', 'today']","['how', 'israel', 'palestin', 'share', 'land', 'instead', 'tri', 'split', 'it', 'nvm', 'requir', 'let', 'religi', 'ident', 'insecur', 'group', 'mental', 'peopl', 'knew', 'do', 'world', 'place', 'today']",how israel palestin share land instead tri split it nvm requir let religi ident insecur group mental peopl knew do world place today,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.296}",0.296,pos,0.909
201,251,2021-05-16 18:09:25+00:00,bjp mla candidate said terrorists support palestine amp today india supported palestine shame bagga calling india terrorist ,attacking,"['bjp', 'mla', 'candidate', 'said', 'terrorists', 'support', 'palestine', 'amp', 'today', 'india', 'supported', 'palestine', 'shame', 'bagga', 'calling', 'india', 'terrorist']","['bjp', 'mla', 'candid', 'said', 'terrorist', 'support', 'palestin', 'amp', 'today', 'india', 'support', 'palestin', 'shame', 'bagga', 'call', 'india', 'terrorist']",bjp mla candid said terrorist support palestin amp today india support palestin shame bagga call india terrorist,"{'neg': 0.418, 'neu': 0.401, 'pos': 0.181, 'compound': -0.8442}",-0.8442,neg,0.401
202,252,2021-05-18 14:12:39+00:00,when jews came palestine do know they refugees ,neutral,"['when', 'jews', 'came', 'palestine', 'do', 'know', 'they', 'refugees']","['when', 'jew', 'came', 'palestin', 'do', 'know', 'they', 'refuge']",when jew came palestin do know they refug,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
203,253,2021-05-15 07:22:26+00:00,india support good friend israel they helped difficult time ,positive,"['india', 'support', 'good', 'friend', 'israel', 'they', 'helped', 'difficult', 'time']","['india', 'support', 'good', 'friend', 'israel', 'they', 'help', 'difficult', 'time']",india support good friend israel they help difficult time,"{'neg': 0.139, 'neu': 0.222, 'pos': 0.639, 'compound': 0.8402}",0.8402,pos,0.222
204,255,2021-05-18 10:11:10+00:00,nothing truer statement,positive,"['nothing', 'truer', 'statement']","['noth', 'truer', 'statement']",noth truer statement,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,pos,0.444
205,256,2021-05-18 00:37:35+00:00,that nigga smoking hookah callin niggas lil girls lmaoooooo shit backwards,mocking,"['that', 'nigga', 'smoking', 'hookah', 'callin', 'niggas', 'lil', 'girls', 'lmaoooooo', 'shit', 'backwards']","['that', 'nigga', 'smoke', 'hookah', 'callin', 'nigga', 'lil', 'girl', 'lmaoooooo', 'shit', 'backward']",that nigga smoke hookah callin nigga lil girl lmaoooooo shit backward,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg,0.735
206,257,2021-04-30 11:01:23+00:00,on wednesday may demystifying concept feminism feminist leadership our free dsc zoom talk taking place talks lillian bogonko click link join us ,neutral,"['on', 'wednesday', 'may', 'demystifying', 'concept', 'feminism', 'feminist', 'leadership', 'our', 'free', 'dsc', 'zoom', 'talk', 'taking', 'place', 'talks', 'lillian', 'bogonko', 'click', 'link', 'join', 'us']","['on', 'wednesday', 'may', 'demystifi', 'concept', 'femin', 'feminist', 'leadership', 'our', 'free', 'dsc', 'zoom', 'talk', 'take', 'place', 'talk', 'lillian', 'bogonko', 'click', 'link', 'join', 'us']",on wednesday may demystifi concept femin feminist leadership our free dsc zoom talk take place talk lillian bogonko click link join us,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.6705}",0.6705,pos,0.784
207,258,2021-05-13 11:53:00+00:00,i going use tweet yg support israel ,neutral,"['i', 'going', 'use', 'tweet', 'yg', 'support', 'israel']","['i', 'go', 'use', 'tweet', 'yg', 'support', 'israel']",i go use tweet yg support israel,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,pos,0.649
208,259,2021-05-31 17:44:54+00:00,fuck may,neutral,"['fuck', 'may']","['fuck', 'may']",fuck may,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg,0.222
209,260,2021-05-17 15:25:41+00:00,but zionist need clash mosque tho what zionist clash attack temple kind holly place what feel ,neutral,"['but', 'zionist', 'need', 'clash', 'mosque', 'tho', 'what', 'zionist', 'clash', 'attack', 'temple', 'kind', 'holly', 'place', 'what', 'feel']","['but', 'zionist', 'need', 'clash', 'mosqu', 'tho', 'what', 'zionist', 'clash', 'attack', 'templ', 'kind', 'holli', 'place', 'what', 'feel']",but zionist need clash mosqu tho what zionist clash attack templ kind holli place what feel,"{'neg': 0.182, 'neu': 0.615, 'pos': 0.202, 'compound': 0.1154}",0.1154,pos,0.615
210,261,2021-05-17 13:50:13+00:00,rotests today solidarity,neutral,"['rotests', 'today', 'solidarity']","['rotest', 'today', 'solidar']",rotest today solidar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
211,262,2021-05-15 09:11:19+00:00,face n fact education system ,neutral,"['face', 'n', 'fact', 'education', 'system']","['face', 'n', 'fact', 'educ', 'system']",face n fact educ system,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
212,263,2021-05-18 08:54:51+00:00,indian government overtime extended diplomatic financial support palestine however share close strategic alliance israel mr pm indian history visit palestine ,positive,"['indian', 'government', 'overtime', 'extended', 'diplomatic', 'financial', 'support', 'palestine', 'however', 'share', 'close', 'strategic', 'alliance', 'israel', 'mr', 'pm', 'indian', 'history', 'visit', 'palestine']","['indian', 'govern', 'overtim', 'extend', 'diplomat', 'financi', 'support', 'palestin', 'howev', 'share', 'close', 'strateg', 'allianc', 'israel', 'mr', 'pm', 'indian', 'histori', 'visit', 'palestin']",indian govern overtim extend diplomat financ support palestin howev share close strateg allianc israel mr pm indian histori visit palestin,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.6808}",0.6808,pos,0.72
213,264,2021-04-21 07:00:50+00:00,i dreamt radical feminism how weird ,misogyny,"['i', 'dreamt', 'radical', 'feminism', 'how', 'weird']","['i', 'dreamt', 'radic', 'femin', 'how', 'weird']",i dreamt radic femin how weird,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.1779}",-0.1779,neg,0.702
214,265,2020-07-03 08:25:22+00:00,list saturday tomorrow march liberty amp justice all10amfremont parkyouth march black freedom12pmriver walk park4th you lie de columbus sacramento7 10pmcapitol west steps,neutral,"['list', 'saturday', 'tomorrow', 'march', 'liberty', 'amp', 'justice', 'all', '10amfremont', 'parkyouth', 'march', 'black', 'freedom', '12pmriver', 'walk', 'park', '4th', 'you', 'lie', 'de', 'columbus', 'sacramento', '7', '10pmcapitol', 'west', 'steps']","['list', 'saturday', 'tomorrow', 'march', 'liberti', 'amp', 'justic', 'all', '10amfremont', 'parkyouth', 'march', 'black', 'freedom', '12pmriver', 'walk', 'park', '4th', 'you', 'lie', 'de', 'columbu', 'sacramento', '7', '10pmcapitol', 'west', 'step']",list saturday tomorrow march liberti amp justic all 10amfremont parkyouth march black freedom 12pmriver walk park 4th you lie de columbu sacramento 7 10pmcapitol west step,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.6369}",0.6369,pos,0.851
215,266,2021-03-23 14:19:50+00:00,man i care dnd like nerdom rife racist mysogynist problematic content it sucks wotc company based creating fantastical diverse inclusive worlds fails uplift marginalized voices irl,neutral,"['man', 'i', 'care', 'dnd', 'like', 'nerdom', 'rife', 'racist', 'mysogynist', 'problematic', 'content', 'it', 'sucks', 'wotc', 'company', 'based', 'creating', 'fantastical', 'diverse', 'inclusive', 'worlds', 'fails', 'uplift', 'marginalized', 'voices', 'irl']","['man', 'i', 'care', 'dnd', 'like', 'nerdom', 'rife', 'racist', 'mysogynist', 'problemat', 'content', 'it', 'suck', 'wotc', 'compani', 'base', 'creat', 'fantast', 'divers', 'inclus', 'world', 'fail', 'uplift', 'margin', 'voic', 'irl']",man i care dnd like nerdom rife racist mysogynist problemat content it suck wotc compani base creat fantast diver inclu world fail uplift margin voic irl,"{'neg': 0.288, 'neu': 0.554, 'pos': 0.158, 'compound': -0.6908}",-0.6908,neg,0.554
216,267,2021-05-15 02:17:57+00:00,did happen solidarity palestine are waiting israel occupy gaza strip west bank world leaders seeing children lost lifes ,neutral,"['did', 'happen', 'solidarity', 'palestine', 'are', 'waiting', 'israel', 'occupy', 'gaza', 'strip', 'west', 'bank', 'world', 'leaders', 'seeing', 'children', 'lost', 'lifes']","['did', 'happen', 'solidar', 'palestin', 'are', 'wait', 'israel', 'occupi', 'gaza', 'strip', 'west', 'bank', 'world', 'leader', 'see', 'children', 'lost', 'life']",did happen solidar palestin are wait israel occupi gaza strip west bank world leader see children lost life,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3182}",-0.3182,neg,0.881
217,268,2021-05-08 19:00:44+00:00,ya allah this is so painful ,neutral,"['ya', 'allah', 'this', 'is', 'so', 'painful']","['ya', 'allah', 'thi', 'is', 'so', 'pain']",ya allah thi is so pain,"{'neg': 0.459, 'neu': 0.541, 'pos': 0.0, 'compound': -0.6418}",-0.6418,neg,0.541
218,269,2021-04-23 03:55:55+00:00,them wwe niggas tweet bout trash bag bad business tweet partnerships responsible death employee s child gross ,racism,"['them', 'wwe', 'niggas', 'tweet', 'bout', 'trash', 'bag', 'bad', 'business', 'tweet', 'partnerships', 'responsible', 'death', 'employee', 's', 'child', 'gross']","['them', 'wwe', 'nigga', 'tweet', 'bout', 'trash', 'bag', 'bad', 'busi', 'tweet', 'partnership', 'respons', 'death', 'employe', 's', 'child', 'gross']",them wwe nigga tweet bout trash bag bad busi tweet partnership respon death employ s child gross,"{'neg': 0.447, 'neu': 0.553, 'pos': 0.0, 'compound': -0.8885}",-0.8885,neg,0.553
219,273,2021-05-08 22:19:14+00:00,niggas shit talking,racism,"['niggas', 'shit', 'talking']","['nigga', 'shit', 'talk']",nigga shit talk,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg,0.357
220,274,2021-04-26 22:52:03+00:00,only loyal family niggas with ,positive,"['only', 'loyal', 'family', 'niggas', 'with']","['onli', 'loyal', 'famili', 'nigga', 'with']",onli loyal famili nigga with,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.4767}",0.4767,pos,0.563
221,275,2020-08-20 01:36:32+00:00,i problem like though wrong different thing like stereotypes line mysogyny thinner end,neutral,"['i', 'problem', 'like', 'though', 'wrong', 'different', 'thing', 'like', 'stereotypes', 'line', 'mysogyny', 'thinner', 'end']","['i', 'problem', 'like', 'though', 'wrong', 'differ', 'thing', 'like', 'stereotyp', 'line', 'mysogyni', 'thinner', 'end']",i problem like though wrong differ thing like stereotyp line mysogyni thinner end,"{'neg': 0.309, 'neu': 0.426, 'pos': 0.266, 'compound': -0.2023}",-0.2023,neg,0.426
222,277,2021-05-16 14:18:27+00:00,this pic discribes biased role international media palestine israel phenomena muslims fall trap again now know real terrorist trust international biased media ,neutral,"['this', 'pic', 'discribes', 'biased', 'role', 'international', 'media', 'palestine', 'israel', 'phenomena', 'muslims', 'fall', 'trap', 'again', 'now', 'know', 'real', 'terrorist', 'trust', 'international', 'biased', 'media']","['thi', 'pic', 'discrib', 'bias', 'role', 'intern', 'media', 'palestin', 'israel', 'phenomena', 'muslim', 'fall', 'trap', 'again', 'now', 'know', 'real', 'terrorist', 'trust', 'intern', 'bias', 'media']",thi pic discrib bia role intern media palestin israel phenomena muslim fall trap again now know real terrorist trust intern bia media,"{'neg': 0.239, 'neu': 0.648, 'pos': 0.113, 'compound': -0.5719}",-0.5719,neg,0.648
223,278,2021-04-28 15:21:07+00:00,i goin live kevin samuels nigga called saweetie,racism,"['i', 'goin', 'live', 'kevin', 'samuels', 'nigga', 'called', 'saweetie']","['i', 'goin', 'live', 'kevin', 'samuel', 'nigga', 'call', 'saweeti']",i goin live kevin samuel nigga call saweeti,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
224,279,2020-09-22 20:24:46+00:00,this getting right looks like well said amp ,positive,"['this', 'getting', 'right', 'looks', 'like', 'well', 'said', 'amp']","['thi', 'get', 'right', 'look', 'like', 'well', 'said', 'amp']",thi get right look like well said amp,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.5574}",0.5574,pos,0.566
225,281,2021-05-28 16:07:25+00:00,can stop capping true yes niggas dicks big okay,offensive,"['can', 'stop', 'capping', 'true', 'yes', 'niggas', 'dicks', 'big', 'okay']","['can', 'stop', 'cap', 'true', 'ye', 'nigga', 'dick', 'big', 'okay']",can stop cap true ye nigga dick big okay,"{'neg': 0.362, 'neu': 0.329, 'pos': 0.309, 'compound': -0.2023}",-0.2023,neg,0.329
226,282,2021-05-31 13:21:17+00:00,i fuck shit said lol i said sponsors loved him i said know is if think comoanies love sponsor special ,neutral,"['i', 'fuck', 'shit', 'said', 'lol', 'i', 'said', 'sponsors', 'loved', 'him', 'i', 'said', 'know', 'is', 'if', 'think', 'comoanies', 'love', 'sponsor', 'special']","['i', 'fuck', 'shit', 'said', 'lol', 'i', 'said', 'sponsor', 'love', 'him', 'i', 'said', 'know', 'is', 'if', 'think', 'comoani', 'love', 'sponsor', 'special']",i fuck shit said lol i said sponsor love him i said know is if think comoani love sponsor special,"{'neg': 0.222, 'neu': 0.344, 'pos': 0.434, 'compound': 0.7783}",0.7783,pos,0.344
227,284,2021-05-15 18:13:05+00:00,recognition meant shut mouthes israel harm palestine neighbouring states,neutral,"['recognition', 'meant', 'shut', 'mouthes', 'israel', 'harm', 'palestine', 'neighbouring', 'states']","['recognit', 'meant', 'shut', 'mouth', 'israel', 'harm', 'palestin', 'neighbour', 'state']",recognit meant shut mouth israel harm palestin neighbour state,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg,0.696
228,285,2021-04-12 19:43:09+00:00,a hot day cool nigga greensboro north carolina,neutral,"['a', 'hot', 'day', 'cool', 'nigga', 'greensboro', 'north', 'carolina']","['a', 'hot', 'day', 'cool', 'nigga', 'greensboro', 'north', 'carolina']",a hot day cool nigga greensboro north carolina,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,pos,0.723
229,286,2021-05-16 22:13:22+00:00,i hate i love burning ,neutral,"['i', 'hate', 'i', 'love', 'burning']","['i', 'hate', 'i', 'love', 'burn']",i hate i love burn,"{'neg': 0.416, 'neu': 0.112, 'pos': 0.472, 'compound': 0.128}",0.128,pos,0.112
230,289,2021-05-28 18:21:02+00:00,is dick ryder blackrock elon environmental shit ,offensive,"['is', 'dick', 'ryder', 'blackrock', 'elon', 'environmental', 'shit']","['is', 'dick', 'ryder', 'blackrock', 'elon', 'environment', 'shit']",is dick ryder blackrock elon environ shit,"{'neg': 0.58, 'neu': 0.42, 'pos': 0.0, 'compound': -0.7845}",-0.7845,neg,0.42
231,290,2020-11-26 12:08:11+00:00,people certain tribes aware things like sha igbo included if patriarchy sexism mysogyny toxic masculinity nigerian traditions i honestly say ,neutral,"['people', 'certain', 'tribes', 'aware', 'things', 'like', 'sha', 'igbo', 'included', 'if', 'patriarchy', 'sexism', 'mysogyny', 'toxic', 'masculinity', 'nigerian', 'traditions', 'i', 'honestly', 'say']","['peopl', 'certain', 'tribe', 'awar', 'thing', 'like', 'sha', 'igbo', 'includ', 'if', 'patriarchi', 'sexism', 'mysogyni', 'toxic', 'masculin', 'nigerian', 'tradit', 'i', 'honestli', 'say']",peopl certain tribe awar thing like sha igbo includ if patriarchi sexism mysogyni toxic masculin nigerian tradit i honestli say,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",0.5574,pos,0.787
