,index,Datetime,Text,lang,label,class
9247,9506,2020-01-29 22:13:01+00:00,please senategop don t trump enablers his campaign muddies water and worse cheat 2020 mittromney lisamurkowski senatorcollins bensasse lamaralexander robportman jameslankford sentoomey corygardner senmcsallyaz senjohnthune s amp s https t co xduiapilwb,en,bully,0
9250,9509,2020-01-29 22:12:23+00:00,can trump lie european aid ukraine european countries contributed estimated two thirds aid ukraine russia annexed crimea 2014 https t co va4pt3wvfj,en,bully,0
9254,9514,2020-01-29 22:11:49+00:00, brandersar ewarren ahh yes trump supporter wants chime people dishonest entire lives trump 2020 don t drain swamp be swamp ,en,bully,0
9255,9515,2020-01-29 22:11:47+00:00,if trump gets away this power unbounded election results doesn t like trashed amp discounted fox amp democracy die does doubt this ,en,bully,0
9258,9518,2020-01-29 22:11:09+00:00, counterchekist realdonaldtrump the difference is chosen one trump right everybody wrong ,en,bully,0
9259,9519,2020-01-29 22:11:03+00:00, realdonaldtrump not satisfied impeached president trump removed office ,en,bully,0
9261,9521,2020-01-29 22:10:27+00:00,the trump wh lawyers resort age old trick jury if can t dazzle brilliance baffle bs they re trying muddy waters try throw s wall amp hope sticks that s got ,en,bully,0
9265,9526,2020-01-29 22:10:10+00:00, repadamschiff you bring pam fake university bout conflict like look calling kettle black trump gives money campaign drops university case hmm,en,bully,0
9266,9527,2020-01-29 22:09:55+00:00,regardless nationality consumption exotic animals meat industry extremely unhygienic unethical in 2019 trump administration deregulated pork industry meat inspections coronavirus ,en,bully,0
9268,9530,2020-01-29 22:09:46+00:00,thread markjacob16 i m remove trump swarm capitol demonstration dc protests long banned capitol hill chants singing so we re starting hundreds people swarming atrium hart senate office b https t co jx9lj0ykfv,en,bully,0
9269,9531,2020-01-29 22:09:39+00:00,in simple legalese screw dershowitz trump https t co jjtnp87vdf,en,bully,0
9274,9536,2020-01-29 22:08:56+00:00, madamzolar highplainsgirl1 marshablackburn i forgot that with crap day day forget stuff the proof pudding if thing comes time vote witnesses as long r amp they ve supported trump ,en,bully,0
9275,9537,2020-01-29 22:08:45+00:00, mysterysolvent trump ain t smiling must sh t diaper runny stomach caused stress knowing gop cover up isn t going smoothly unexplained leak bolton manuscript damn adam schiff ,en,bully,0
9276,9538,2020-01-29 22:08:42+00:00, nytimes trump told killed middle 5th ave he d away it so surprise ,en,bully,0
9279,9541,2020-01-29 22:08:29+00:00,trump attorney alan dershowitz described extreme view executive power https t co pgc234hryc huffpostpol,en,bully,0
9280,9542,2020-01-29 22:08:19+00:00, tpusa grahamallen_1 you right erase emails running president position fishy trail president trump,en,bully,0
9281,9543,2020-01-29 22:08:18+00:00, housegop repdlesko this lawyer lying andis i forming prosecutor new ukraine president pres fired doj biden story upit bullshit that s comeyfound that s comey got fired trumpo his way wouldn t tell trump,en,bully,0
9283,9545,2020-01-29 22:08:02+00:00,how middle east is reacting donald trump s israeli palestinian peace plan https t co 7cozzhlaih,en,bully,0
9284,9546,2020-01-29 22:07:50+00:00, spborland kasie nbcnews senategop impeachment needs complete case pass house house case complete shouldn t need additional witnesses it s complete senate acquit immediately trump impeached place ,en,bully,0
9288,9550,2020-01-29 22:07:12+00:00, trueamerican00 elprikkie pattilipscomb willchamberlain hillaryclinton for one opinion piece trump investigated 2017 even peter schweizer wrote clinton cash admitted incorrect clinton having veto power deal sec state apologized misrepresentations,en,bully,0
9289,9551,2020-01-29 22:07:00+00:00, walshfreedom a king wouldn t honor consittuion limited terms office trump thing rhetoric like makes laughable candidate vs actual contender ,en,bully,0
9290,9552,2020-01-29 22:06:53+00:00, biden_front i don t know d s better it s important year trump s mess ,en,bully,0
9291,9553,2020-01-29 22:06:35+00:00, realdonaldtrump foxnews we need delay removing impeached president trump office immediately ,en,bully,0
9292,9554,2020-01-29 22:06:31+00:00,trump literally away anything https t co jehl7g7kmr,en,bully,0
9293,9555,2020-01-29 22:06:30+00:00, elisestefanik trump needs testify sought foreign influence u s election trump impeached exactly trying smear political opponent personal gain the founders knew foreign influence dangerous democracy,en,bully,0
9295,9557,2020-01-29 22:06:24+00:00, klglass2 mageek_er magwillti ceeberes geoffreybara letsgosamiam iaintproud _tired_of_trump acoupleofpeople musicianscaring realtmarsh mrncfinest32 fknfedup nwbiscotti thank you ,en,bully,0
9299,9561,2020-01-29 22:05:43+00:00,trump train is running to the end of 2024 who knows maybe the trump train will keep going for decades https t co r75snio11g,en,bully,0
9304,9566,2020-01-29 22:05:11+00:00, mkraju of course the trump administration saved joe biden untill thought help president smear opponent abbstruct negativity directed way ,en,bully,0
9307,9569,2020-01-29 22:04:47+00:00,pathetic the trump administration s cruelty knows limits here s latest https t co bcyqoailb0,en,bully,0
9308,9570,2020-01-29 22:04:44+00:00, lindseygrahamsc what think all trump associates appointees imprisoned indictment criminal fired this isn t schumer s fault hand he s dealt trump crimes you re lindsey graham impeached ,en,bully,0
9309,9571,2020-01-29 22:04:37+00:00,american people work don t want trump impeached he s best thing ahas happened country 50 years better trump democrats,en,bully,0
9311,9573,2020-01-29 22:04:30+00:00,the public s isn t getting trump elected public s having fair honest election https t co qmmok78r1j,en,bully,0
9314,9576,2020-01-29 22:03:41+00:00,this sad thing joebiden trump aquitted severly damaged bo biden brought impeachmenthearings senateimpeachmenttrial there doubt dems surely general elections ,en,bully,0
9315,9577,2020-01-29 22:03:24+00:00,trump s defense men talking sending pam dinner ,en,bully,0
9317,9579,2020-01-29 22:02:59+00:00, dearauntcrabby breaking bribery involved wh lawyers senate republicans coarse votes pro trump acquittal,en,bully,1
9318,9580,2020-01-29 22:02:51+00:00,god bless president trump i m sorry for all the lies and crimes democrats have committed on you and your wounderful wife and family the greatest 1st family america has ever had 4 plus more years vote republican to save america from the criminals https t co yhbclnvuws,en,bully,0
9321,9583,2020-01-29 22:02:44+00:00, sdr_medco we access excellent mental health facilities near house i escorting spouse said facility check prognosis trump literally living version husband i dispise human nature politics ,en,bully,0
9325,9587,2020-01-29 22:01:48+00:00, sentedcruz alandersh senator know element bargain exchange involved contract it s exchange promises go realize trump trading public personal benefit it s element deal makes abuse office ,en,bully,0
9328,9590,2020-01-29 22:01:33+00:00, mil58679952 repthomasmassie jim_jordan realdonaldtrump please tell aware entire trump crime family unsecured phones illegal email servers foreign business dealings idiot chief took office making huge money daddy s presidency all illegal all complicit ,en,bully,0
9330,9592,2020-01-29 22:01:24+00:00, acosta so basically means trump withhold ukraine s security dollars national treasure amp interests country ukraine needs investigate political opponent bullshit,en,bully,0
9331,9593,2020-01-29 22:01:11+00:00, mysterysolvent a weasel faced trump kiss ass sorry raphael beard doesn t hide weasel face ,en,bully,0
9335,9597,2020-01-29 22:00:51+00:00,i believe trump thinks ruler united states not ok me ,en,bully,0
9337,9599,2020-01-29 22:00:39+00:00,trump isn t going debate anybody r s won t let him https t co 1pbdt7qq1b,en,bully,0
9339,9601,2020-01-29 21:59:56+00:00,trump lawyers lame taking questions brought mel brooks rendition springtime for hitler ,en,bully,1
9340,9602,2020-01-29 21:59:20+00:00, lisamurkowski senatorcollins trump approved aid ukraine 2017 2018 corrupt in 2019 trump saw biden double digits polls only trump want investigation withholding aid wanted new rally chant lock him up ,en,bully,0
9341,9603,2020-01-29 21:59:08+00:00,remember question adamschiff wewantdocuments witnessesanddocuments wewantwitnesses the answer information uncovered showed trump talked bidens joe entered race https t co rntznebnun,en,bully,0
9342,9604,2020-01-29 21:58:52+00:00,because wasn t see joe said i beat donald trump https t co cectbe3xbk,en,bully,0
9343,9605,2020-01-29 21:58:47+00:00, douglas79305475 repdebhaaland thank you potus trump https t co xeadrevtuy,en,bully,0
9346,9608,2020-01-29 21:58:28+00:00, jumboelliott76 jamesbeal1969 let straight went no quid pro quo there quid pro quo corruption election finally rest the quid pro quo getting reelected trump believes getting elected best can t crime ,en,bully,0
9347,9610,2020-01-29 21:58:20+00:00, bryandawsonusa my guess obama trump accused doing graham cruz vote hear witnesses read documents ,en,bully,0
9348,9611,2020-01-29 21:58:18+00:00, repandybiggsaz how senators trumps defense bring up points ask questions treaty document 106 16 signed bill clinton treaty ukraine mutual legal assistance criminal matters https t co rm8gxfqeof,en,bully,0
9349,9612,2020-01-29 21:58:15+00:00, psychdr100 i m fan bolton i didn t plan buy book he testified house like witnesses but i admit brilliant sales strategy book trump fighting hard block means i download kindle version asap ,en,bully,0
9354,9618,2020-01-29 21:57:21+00:00, pastorbobjoyce amen i following right dear pastor right you god bless god bless president trump nation here ,en,bully,0
9355,9619,2020-01-29 21:57:07+00:00, yesnicksearcy jaketapper ah has been actor chimes in realdonaldtrump lying none material bolton submitted classified time manuscript sent administration trump clearly retroactively classified information protect ample ass illegitimate ,en,bully,0
9356,9620,2020-01-29 21:57:07+00:00,who worked donald trump i saw struggling truth https t co ojisjsflrv,en,bully,0
9359,9623,2020-01-29 21:56:36+00:00, joelcrosenberg i m sad hanas mentality nothing palistine police israeli forces won t land 2 state option always fair option palestinians who cares trump netanyahu yes he s great be wise it hamas bad ,en,bully,0
9360,9624,2020-01-29 21:56:34+00:00, franky_banky magnetorex4life lizzdregne houseforeign repeliotengel senategop ah the article work cow hater 1 chalupa allegation dnc ukraine embassy co op started putin 2 manafort outed leshchenko 3 former officials said mean things trump heart narcissist s vindictive attempt strike,en,bully,0
9362,9626,2020-01-29 21:56:23+00:00,look kamalaharris putting trump s words record like boss ,en,bully,3
9363,9627,2020-01-29 21:56:23+00:00, cnnpolitics so basically trump impeachable action but clinton gets bj he s gotta go wtf wrong political system ,en,bully,0
9367,9631,2020-01-29 21:56:01+00:00,cnn s don lemon s pathetic apology trump supporters dems losing badly impeachment https t co 4yonbvntvs,en,bully,0
9368,9632,2020-01-29 21:55:57+00:00,dirty mitt romney trump elected i watched dirt bag mitt romney going work trump i seen dirt bag mitt romney kiss trumps tail every old dirt bag mitt staving trump back mitt democrat https t co 7wpniecpr4,en,bully,0
9369,9633,2020-01-29 21:55:46+00:00, pajjr2016 we vote we door door high schools amp colleges sr citizen centers etc amp volunteer drive people polling places we remember voting act rebellion vote trump this win if don t vote ,en,bully,0
9375,9639,2020-01-29 21:54:40+00:00,collins pointedly asks trump team president asked ukraine biden biden entered race answer slobbering themselves no ,en,bully,0
9377,9641,2020-01-29 21:54:37+00:00,trump ally steve bannon making documentary takedown chinese leader xi us seeks phase two trade deal https t co dpdejfcy22,en,bully,0
9378,9642,2020-01-29 21:54:31+00:00,wow a joke hmmm oh_my russian state media calls trump moscow agent jokingly suggests he ll need flee their country after leaving office https t co d6qr5fh1eh,en,bully,0
9379,9643,2020-01-29 21:54:14+00:00, sencorygardner so witnesses republican senators recieved contribution trumps lawyers prior impeachment salon story good luck getting re elected if vote no https t co fxhb0k5tcu,en,bully,0
9381,9645,2020-01-29 21:54:06+00:00,if republicans don t care country it s party power absolutely trump now let come forward campaign office public choice take trump out ,en,bully,0
9382,9646,2020-01-29 21:54:00+00:00, repleezeldin will heal gop admits trump risk failed another republican president completed republican agenda the nation heal true compassionate inclusive leader returns oval office ,en,bully,0
9392,9659,2020-01-29 21:52:16+00:00,great question jerry i believe gop doesn t like trump stuck fool order 2 secure executive branch https t co 9smietd8nq,en,bully,0
9394,9661,2020-01-29 21:51:42+00:00, radiofreetom trump atty admits higher standard senate convict new evidence allowed in how additional burden proof met ridiculous ,en,bully,0
9396,9663,2020-01-29 21:51:38+00:00,will gop stand gaslighting reality george conway thumps senate republicans refuse consider trump s crimes https t co 9wakvdlz92,en,bully,0
9397,9664,2020-01-29 21:51:27+00:00, nordbob houseintel repadamschiff trump needs go you believe lying cheating screaming american people we deserve better that way re elected ,en,bully,0
9398,9665,2020-01-29 21:51:22+00:00, sentedcruz realdonaldtrump hold trial kind president clinton these charges abuse say stop gaslighting trump character https t co bcqonus4yv,en,bully,0
9400,9667,2020-01-29 21:51:05+00:00, realdonaldtrump numbers don t lie if president trump bad things leftist accuse why world focused making unemployment lowest record keeping began groups lowest centuries answer to maga ,en,bully,0
9404,9671,2020-01-29 21:50:43+00:00, loveliveenjoy76 realdonaldtrump this feels since didn t want nice come else i bet mad heck kobe bryant passed away mess republicans tv time impeachment trial trump blame his https t co osannggqkm,en,bully,0
9405,9672,2020-01-29 21:50:40+00:00, myfriendcamilo last week reporter mentioned iowa voter voted bernie 2016 primary trump general caucusing buttigieg amp vote trump pete loses ,en,bully,0
9407,9674,2020-01-29 21:50:12+00:00,parnas ukraine fixer turned away trump impeachment trial https t co 29nyxeampv,en,bully,0
9409,9677,2020-01-29 21:50:01+00:00, senatortimscott realdonaldtrump bullshit senator we trump is ,en,bully,0
9410,9678,2020-01-29 21:50:00+00:00, realchrisbubbac sargeby1 dineshdsouza repadamschiff everything accusing president trump republicans committed crimes like attempt interfere twenny twenny election overturned 2016 i i won t,en,bully,0
9414,9683,2020-01-29 21:49:27+00:00, marcorubio you re sick bastard donald trump communicable disease bible verses akin drinking clorox ,en,bully,0
9415,9684,2020-01-29 21:49:23+00:00,you swore protect turn want expose jeopardy suppose protect that s called stabinback ifthese witnesses clear trump what s problem i ll wait https t co sbnwtpz9pv,en,bully,0
9416,9685,2020-01-29 21:49:21+00:00, repadamschiff speakerpelosi realdonaldtrump didn t say no one law therefore hunter amp joe biden are law why son ukraine prior trump announcing candidacy an enormous double standard ,en,bully,0
9420,9690,2020-01-29 21:48:36+00:00, senangusking hello sen king this new story salon needs addressed asap trumps defense lawyers huge contributions r s senators prior trumps impeachment trial https t co fxhb0k5tcu,en,bully,0
9422,9692,2020-01-29 21:48:30+00:00, senategop senatorloeffler time senate job throw trump out now ,en,bully,0
9423,9693,2020-01-29 21:48:29+00:00, washingtonpost alandersh only delusional psychotic trump team lawyers useless statement this pulling stops save face https t co bmsyhmmsr2,en,bully,0
9424,9694,2020-01-29 21:48:15+00:00,trump wants dictator gestapo https t co tdpxq5n94v,en,bully,0
9425,9695,2020-01-29 21:48:02+00:00, oliteheart patgill69033215 gatewaypundit course president trump senate gop help house people,en,bully,0
9428,9698,2020-01-29 21:47:30+00:00, thomaskaine5 yes in fact i expect trump probably come ga lot months i hope georgians gather protest time gapol,en,bully,0
9432,9702,2020-01-29 21:46:35+00:00, cnn the argument trump steal lady s house atlantic city eminent domain it mistake mistake here ,en,bully,0
9434,9705,2020-01-29 21:46:12+00:00, melissaafrancis sounds like democrats hope hating trump republicans understand is ,en,bully,0
9435,9706,2020-01-29 21:46:09+00:00, billoreilly better russians like trump republicans,en,bully,0
9438,9709,2020-01-29 21:45:25+00:00,the founders clear matter foreign influences trump knowingly sought foreign influence u s election this exactly high crime impeachment clause constitution written address trumpisguilty trump knew wrong https t co ng93kj9bge,en,bully,0
9439,9710,2020-01-29 21:45:22+00:00, cnn ummm firstly i argue re electing trump not nation s best interest secondly wtf so sitting president basically anything re elected kill slander break enter steal hack documents etcetera etcetera ffs ,en,bully,0
9441,9712,2020-01-29 21:45:16+00:00,i like white house defense trump dumb crime how president knowwww committing quid pro quo he fact doesn t know all ,en,bully,0
9442,9713,2020-01-29 21:45:15+00:00, averageg4meryt repthomasmassie realdonaldtrump what joe hunter biden going testify trump s phone calls holding funds even corrupt doesn t trump permission ask political favors money yea let testify they won t impeached ,en,bully,0
9443,9714,2020-01-29 21:45:14+00:00, sungirl_12 dogprotector rachelwresists hoosiers1986 repadamschiff california resident here hate trump ,en,bully,0
9444,9715,2020-01-29 21:44:58+00:00, whitehouse taking position steal election trump believes natl position a ok w republicans long whitehouse precedent set abuseofpower clinton jumps nxt dem potus cnn msnbc nytimes npr https t co 1t8vraaomc,en,bully,0
9447,9718,2020-01-29 21:44:42+00:00, joelockhart biden allies world hate trump if he s nominee needs dig dirt trump hands on ,en,bully,0
9448,9719,2020-01-29 21:44:41+00:00,i respect admitted hate trump leave that the problem comrades you re hypocrites said open mic obama oh break,en,bully,0
9449,9720,2020-01-29 21:44:39+00:00,if trump is allowed to continue how much longer will it take til he gets his fcc to pull every news agency except fox news to have their broadcasting rights revoked america is on the brink of loosening our democracy ,en,bully,0
9451,9722,2020-01-29 21:44:18+00:00,if new witnesses allowed senate trial event drains swamp the democrats can t only house the thing remember republicans house lost supporting trump ,en,bully,0
9454,9725,2020-01-29 21:44:07+00:00, lindseygrahamsc one of traitor trumps corrupt friend i hear you mr cruz and mcconnell were bribed by trumps lawyer theres a article under raw story that is posted on twitter,en,bully,0
9455,9726,2020-01-29 21:44:00+00:00,hey gym government sure stupid you forgot negotiations valid palestinians invited meeting trump nutbar yahoo https t co ol5xnpnnvg,en,bully,0
9456,9727,2020-01-29 21:43:48+00:00,ok republitard turncoat manchin pull head trump s ass speak truth breaking video manchin admits hunter biden relevant witness topbuzz https t co footitxb0f,en,bully,0
9457,9728,2020-01-29 21:43:41+00:00,hi kasie can report asap this salon today read story bout trump s defense team members making huge contributions republican senators prior trumps impeachment isn t called bribery https t co fxhb0k5tcu https t co wkywyqv6mu,en,bully,0
9459,9730,2020-01-29 21:43:22+00:00, philarballo2020 devinnunes nunes really really wants nudes trump impeached ,en,bully,0
9460,9731,2020-01-29 21:43:20+00:00,whoever democrats trump gets vote its voting democrat voting fascism ,en,bully,0
9464,9736,2020-01-29 21:42:58+00:00, lonnie_lala socallakergirl hoosiers1986 repadamschiff have seen videos macron trudeau laughing him even boris johnson thinks he s idiot how bin salman putin chuckling toying us you living rock believing lies allowing trump powerful ,en,bully,0
9465,9737,2020-01-29 21:42:56+00:00, fakepresident donald trumpsupporters believe fake president trump wrong asking ukrainian president investigate joebiden exchange financial aid deserve americans gop senategop thedemocrats senatedems,en,bully,0
9469,9741,2020-01-29 21:42:43+00:00,we ve gone full trump trump s impeachment team argues win reelection isn t impeachable txsleuthusa texhellcat jodikyman winttocs hockeyfangirl12 katz_mum sarahlarchmont cachobweeney unimpressedtx marilyncapps https t co kbmzxt9dqw,en,bully,0
9471,9743,2020-01-29 21:42:19+00:00, aug1405 roundaboutsteve hopeisalive66 wahoo777111 tonymarsden9 webbdorsey2 ravenger5 lauracleveland1 bobprice55 rdcaccavale southsweetpea61 fredmichaelhug1 dragohighlander fralco_17 akaheyitzme karenl516 pegasi51b jazzyfaydonz mzzgotti1 breakdradio hi true patriots i followed you pleasure thanks chance to i unfollowed maybe chance let s roll patriots trump 2020 maga kag ,en,bully,0
9473,9745,2020-01-29 21:42:07+00:00,this bs story schiff up major scam american people obama fast furious hillary dealing russia biden bribery ukcrane follow money trump crimes did believe that ,en,bully,0
9476,9748,2020-01-29 21:41:43+00:00, markorwalsh there zero evidence conservative look data vote support mr trump says lot things you know look does even know ds support iron fisted centralized state ,en,bully,0
9480,9752,2020-01-29 21:41:29+00:00, kingjohnnelson csmartypants74 lincolnmeadow berniesanders reality you 98 americans truely educated know answers are we painfully learn didn t work that s i m happy trump allot things differently not sure it s gonna work sucked ,en,bully,0
9481,9753,2020-01-29 21:41:28+00:00, msnbc cnn from trumps previous behaviors obvious wanted opposite obama also knowing going ukraine campaign manager wanted money amp javalins exchange dirt biden outset ,en,bully,0
9482,9754,2020-01-29 21:41:28+00:00, ninaturner began remarks reminding crowd candidate senate participating impeachment trial president trump this got good applause https t co 0jvqd1tu1c,en,bully,0
9483,9755,2020-01-29 21:41:27+00:00, vegadraco chuckwoolery all politicians decisions based helps elected they think national interest so going impeach president trump same ,en,bully,0
9485,9757,2020-01-29 21:41:21+00:00,trump provided javelin missiles western portion nation east russians are impeachmenttrial,en,bully,3
9486,9758,2020-01-29 21:41:15+00:00,did president trump went after presidential candidates even likely democrat nominee no biden enriched family corrupted abused higher office obama didn t care president trump right thing ,en,bully,0
9488,9760,2020-01-29 21:40:47+00:00, heypeggygg potus trump is swamp ,en,bully,0
9491,9763,2020-01-29 21:40:36+00:00, mysterysolvent he fearless i think despite past questionable involvements real deal who possibly up it s going interesting couple weeks and doesn t trump sotu speech coming up ,en,bully,0
9492,9764,2020-01-29 21:40:26+00:00, govmikehuckabee realdonaldtrump you are laughable continue ruse trump metally compromised fit office the arrogant defiance outs country jeopardy funny getting younpeople what shake heads laugh ,en,bully,0
9494,9766,2020-01-29 21:40:16+00:00, senatorromney senator utah voters u state u foolishly vote witnesses you asked trump support election u appreciation trying stick him not smart mitt you pay price u seek re election ,en,bully,0
9495,9767,2020-01-29 21:40:10+00:00, markhertling scottforflorida ridiculous scott pay attention trial impeachment trump trial joe biden hunter biden investigation day probably biden president,en,bully,0
9496,9768,2020-01-29 21:40:04+00:00, sassykadik we afford tax cut middle class we can t pay tax cut wealthy moscowmitch trump trying gut social security medicare this help pay wealthy tax cut trump going like ugliness senior citizens,en,bully,0
9497,9769,2020-01-29 21:39:57+00:00,isn t bernie better trump i ll settle democratic nominee is period if bernie wins he ll responsible creating democratic coalition blue dogs progressives https t co cuufsldkhg,en,bully,0
9500,9772,2020-01-29 21:39:32+00:00, donaldjtrumpjr why got pic country folks cnn sucks y all need ass whooping trump 2020,en,bully,0
9501,9773,2020-01-29 21:39:10+00:00, patrickmchenry realdonaldtrump holy crap don t piss pants little boy what trump you ,en,bully,0
9502,9774,2020-01-29 21:39:08+00:00, rasmussen_poll dbongino americans working thanks trump ,en,bully,0
9503,9775,2020-01-29 21:39:03+00:00, realdonaldtrump they satisfied getting rid trump they better 4yrs we people speaking soon ,en,bully,0
9504,9776,2020-01-29 21:38:56+00:00, jonathantamari 5thcircappeals i know it s likely dream trump convicted senate day he s scheduled love fest hannity sb programming ,en,bully,0
9509,9782,2020-01-29 21:38:24+00:00,house dems strangle held trump 3 8 years more potus accomplished 3 years despite this president history ,en,bully,0
9511,9784,2020-01-29 21:38:08+00:00, arossi0728de andyostroy realdonaldtrump that s fancy tap dancing there clearly you ve hiring position trump from swamp is swamp ,en,bully,0
9513,9786,2020-01-29 21:38:02+00:00, jasonoverstreet they think maintain power they dictatorship trump expendible how true understood a king demands loyalty their agendas come bear pleasure trump good luck that we 1 shot left nov ,en,bully,0
9515,9788,2020-01-29 21:37:53+00:00,this new argument obama s policy ukraine problematic doesn t address fact public policy great not whereas trump s policy helping election witnessesanddocuments impeachmenttrial impeachtrumpnow,en,bully,0
9516,9789,2020-01-29 21:37:51+00:00, repgosar truth smack right face like sometimes some smart people probably voted trump blind faith but stupid ones supporting pretending hevis alright the smart ones learned moved on ,en,bully,0
9517,9790,2020-01-29 21:37:36+00:00, alyssa_milano sorry sorry they support trump continue support matter what what cnn nothing compared lives trump hurt destroyed childish calling bullying ,en,bully,0
9518,9792,2020-01-29 21:37:30+00:00,great opportunity senate republicans remove trump bar running future office deal https t co oppzp6cs2g,en,bully,0
9519,9793,2020-01-29 21:37:27+00:00, politidope reuters why censure non option option question it renders data worthless it far valuable know respondents want senators vote replace trump vp mike_pence ,en,bully,0
9522,9796,2020-01-29 21:36:56+00:00, realdonaldtrump you disease eating brain trump ,en,bully,0
9523,9797,2020-01-29 21:36:56+00:00,he proof is believes trump wouldnt tge man named donthecon 50 years trumpisacorruptliar criminal https t co denn8viozh,en,bully,0
9526,9800,2020-01-29 21:36:48+00:00,president nixon president it it s illegal trump you re star let sexually assault women you anything impeachmenttrial impeachandremove fucktrump https t co qw2tedgms6,en,bully,0
9531,9805,2020-01-29 21:36:02+00:00, realdonaldtrump we stand behind you president trump thank you for all your hard work protecting our country,en,bully,0
9532,9806,2020-01-29 21:35:51+00:00,call calling petty senategop members if i hear isn t true obama let s clear trump tried influence election soliciting foreign interference that discussing is ok yes no easy question wewantwitnesses https t co ktz1nxs5nn,en,bully,0
9534,9808,2020-01-29 21:35:42+00:00, senategop senatedems americans watching end republic amp democracy gop senators vote way trump s counsel wants vote trump said times wants constitution articles president correct ,en,bully,0
9537,9811,2020-01-29 21:35:19+00:00,that 4440 months 50 000 month hunter biden catch 370 years the scale trump kids corruption impossible normal people understand and impossible understand white males college education remnant trump support sad https t co cnqpibjcee,en,bully,0
9540,9814,2020-01-29 21:34:07+00:00, reappropriate i m sick amp tired forking money illegals trump right glad went through i m sure supreme court knows better amp lefties ,en,bully,0
9541,9815,2020-01-29 21:34:01+00:00,trump taken extreme measures hide everything realdonaldtrump gop thedemocrats,en,bully,0
9546,9820,2020-01-29 21:33:24+00:00,the gop cowards lumping senate questions together that s bad enough redundant the obama trump javelin question asked reminder obama not trial here pathetic ,en,bully,0
9550,9824,2020-01-29 21:32:16+00:00, senategop senatedems wewantwitnessestotestify the new york times trump tied ukraine aid inquiries he sought bolton book says https t co 2cmxtgommh,en,bully,0
9551,9825,2020-01-29 21:32:04+00:00, mayawiley if obama provided lethal aid trump wouln t have ,en,bully,0
9552,9826,2020-01-29 21:31:59+00:00, wednesdaythoughts l état c est moiswarmthecapitol gop schiff case trump king louis xiv in words l etat c est moi apply us presidency counsel patrick philbin alan dershowit note btw philbin adam schiff ,en,bully,0
9557,9831,2020-01-29 21:31:08+00:00, davidjharrisjr politicians showing americans corrupt greedy looking selves family members pelosi biden trump taking good care kids making millionaires entrepreneurs i understand love russia now,en,bully,0
9558,9832,2020-01-29 21:30:59+00:00, tribelaw alandersh it s president trump who s deranged whatever trump infected well ,en,bully,0
9560,9834,2020-01-29 21:30:15+00:00, senatorromney mr romney men republican party stop allowing party curropte defend corruption doings trump he s worse ever and party try attention president obama low proves,en,bully,0
9564,9838,2020-01-29 21:29:52+00:00,yep just look at the folks that are at our president trump s rally s amp the freeloaders at bernie elizabeth amp democrat s tally s one look is all you need yep 2020 election our president trump will be reelected by the largest history making landslide https t co 47orslhqhw,en,bully,0
9568,9842,2020-01-29 21:29:16+00:00, will_shade mdono13 itsjefftiedrich realdonaldtrump trump right withhold aide video clip way 5 seconds what happened hunter biden firing prosecutor obvious it s ridiculous same hunter s chinese equity stake granted right joe visited real corruption ,en,bully,0
9570,9844,2020-01-29 21:29:07+00:00,someone got sued twice this guy we re mentioning trump longtime personal lawyer devil thing wants sign marckasowitz ,en,bully,0
9575,9849,2020-01-29 21:28:35+00:00, allbikesbiker ruxcytbl evansrc717 mcginnkeven ppptce 8brianvogel4 vote_trump marvin_hill123 wattzzd larry007legend fueldog1 xxgejamoxx charlesvancott searchingforth8 _fat_nixon julie82902847 side_show007 larryputt jack_pyro klhirst1 tydonevski thomascarolan12 davidf4444 scotsman_drew holycrap37 forgottensaint3 eleanor70001 usapatriot58 kmanaman3 spiralwrap duwayn55629746 marlahooch2 someotherperso3 tc1776 claymma1 keecowang5 gemmatorrent11 mayoroftwitr wasthatholly ihavegodsfavor stillfreescotty judge_knot sonoscrutinizer jewls2245_gemma bobbitor1 vlotorto fxaxmxbxa lockrousseau freedom_gal seniorveteran you can t demean party lower democrats demeaned themselves maga ,en,bully,0
9576,9850,2020-01-29 21:28:32+00:00,i think republican not republican senate continue supporting trump pervert evill demented knowing but don t care care they don t care us https t co vpw10ndho1,en,bully,0
9580,9854,2020-01-29 21:27:49+00:00, katiepavlich really impeachment trials senate requested additional witnesses documents trump exempted entitled little ,en,bully,0
9581,9855,2020-01-29 21:27:49+00:00, dcl_60 when i got marines 91 i went therapy couple months helped psychotherapist palo alto va cost helped focused degree socialize gift and trump wants away,en,bully,0
9583,9857,2020-01-29 21:27:33+00:00, berniesanders trump protect americans try improve human legal process aliens inept weak destructive political hacks demagogue power americans refuse slave comrade ,en,bully,0
9587,9861,2020-01-29 21:27:04+00:00,this fun i got talk art lien who s covered clinton trump impeachment trials genmag https t co rc20c3xonq,en,bully,0
9588,9862,2020-01-29 21:27:02+00:00, adamschiff professional con man he large living defending hoodrat gangsters like al capone donaldtrumpjr maga kag trump trump2020nowmorethanever https t co ukhddtq3ao,en,bully,0
9589,9863,2020-01-29 21:26:51+00:00, susansd_34891 sadietnresist because trump believe good good country believes promoting unmatched wisdom delusions grandeur so accept removing grounds insanity fine then acquit a25now ,en,bully,0
9592,9866,2020-01-29 21:26:29+00:00,if you re black trump campaign come trying offer cash prizes vote feel free cash prizes ,en,bully,0
